Sample	Genus	Gene	Contribution
BB195	p__Acidobacteriales;c__Acidobacteriia;o__Acidobacteria;f__Acidobacteriaceae;g__NA;s__NA	EC:3.4.21.53: Endopeptidase La	23.113065029402456
BB197	p__Acidobacteriales;c__Acidobacteriia;o__Acidobacteria;f__Acidobacteriaceae;g__NA;s__NA	EC:3.4.21.53: Endopeptidase La	23.00169970091891
BB198	p__Acidobacteriales;c__Acidobacteriia;o__Acidobacteria;f__Acidobacteriaceae;g__NA;s__NA	EC:3.4.21.53: Endopeptidase La	23.48706863157493
BB200	p__Acidobacteriales;c__Acidobacteriia;o__Acidobacteria;f__Acidobacteriaceae;g__NA;s__NA	EC:3.4.21.53: Endopeptidase La	55.9212313163842
BB203	p__Acidobacteriales;c__Acidobacteriia;o__Acidobacteria;f__Acidobacteriaceae;g__NA;s__NA	EC:3.4.21.53: Endopeptidase La	38.8336549877025
BB204	p__Acidobacteriales;c__Acidobacteriia;o__Acidobacteria;f__Acidobacteriaceae;g__NA;s__NA	EC:3.4.21.53: Endopeptidase La	100.85262947942084
BB207	p__Acidobacteriales;c__Acidobacteriia;o__Acidobacteria;f__Acidobacteriaceae;g__NA;s__NA	EC:3.4.21.53: Endopeptidase La	52.718325070459805
BB208	p__Acidobacteriales;c__Acidobacteriia;o__Acidobacteria;f__Acidobacteriaceae;g__NA;s__NA	EC:3.4.21.53: Endopeptidase La	22.37676223731236
BB209	p__Acidobacteriales;c__Acidobacteriia;o__Acidobacteria;f__Acidobacteriaceae;g__NA;s__NA	EC:3.4.21.53: Endopeptidase La	40.14964417599717
BB190	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.103: deacetylase	42.28282517867677
BB191	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.103: deacetylase	0.0
BB192	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.103: deacetylase	115.68984448330096
BB195	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.103: deacetylase	61.30117201549713
BB197	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.103: deacetylase	76.08207739766237
BB198	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.103: deacetylase	0.0
BB200	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.103: deacetylase	31.32503404323487
BB203	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.103: deacetylase	32.38906658493972
BB204	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.103: deacetylase	41.36076769368522
BB207	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.103: deacetylase	11.641263377234765
BB208	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.103: deacetylase	79.27391490202278
BB209	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.103: deacetylase	25.031781044850828
BB190	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:5.3.1.16: isomerase	50.978266613576565
BB191	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:5.3.1.16: isomerase	51.01620807173506
BB192	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:5.3.1.16: isomerase	17.32944074893722
BB195	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:5.3.1.16: isomerase	46.636062650628205
BB197	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:5.3.1.16: isomerase	18.89231685303741
BB198	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:5.3.1.16: isomerase	29.26844792848556
BB200	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:5.3.1.16: isomerase	77.09249545669566
BB203	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:5.3.1.16: isomerase	69.55160683452726
BB204	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:5.3.1.16: isomerase	25.96820226741812
BB207	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:5.3.1.16: isomerase	72.47603146170948
BB208	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:5.3.1.16: isomerase	36.2128891421374
BB209	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:5.3.1.16: isomerase	20.6547214787386
BB190	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:4.1.1.23: Orotidine-5'-phosphate decarboxylase	55.74155958555581
BB191	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:4.1.1.23: Orotidine-5'-phosphate decarboxylase	76.65882164465746
BB192	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:4.1.1.23: Orotidine-5'-phosphate decarboxylase	54.770300810811726
BB195	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:4.1.1.23: Orotidine-5'-phosphate decarboxylase	51.1439153282317
BB197	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:4.1.1.23: Orotidine-5'-phosphate decarboxylase	50.47014958279336
BB198	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:4.1.1.23: Orotidine-5'-phosphate decarboxylase	46.94247805452764
BB200	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:4.1.1.23: Orotidine-5'-phosphate decarboxylase	59.88559308016541
BB203	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:4.1.1.23: Orotidine-5'-phosphate decarboxylase	30.358873305933933
BB204	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:4.1.1.23: Orotidine-5'-phosphate decarboxylase	39.739433409147686
BB207	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:4.1.1.23: Orotidine-5'-phosphate decarboxylase	29.591712490491982
BB208	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:4.1.1.23: Orotidine-5'-phosphate decarboxylase	0.0
BB209	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:4.1.1.23: Orotidine-5'-phosphate decarboxylase	20.520517199882384
BB190	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.4.1: Polyphosphate kinase	27.16157964518641
BB191	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.4.1: Polyphosphate kinase	24.250210507362493
BB192	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.4.1: Polyphosphate kinase	27.86237864841659
BB195	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.4.1: Polyphosphate kinase	19.663536195150566
BB197	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.4.1: Polyphosphate kinase	54.310059263506965
BB198	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.4.1: Polyphosphate kinase	49.75565380292029
BB200	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.4.1: Polyphosphate kinase	19.55991078628554
BB203	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.4.1: Polyphosphate kinase	45.704060288174425
BB204	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.4.1: Polyphosphate kinase	73.97105936459162
BB207	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.4.1: Polyphosphate kinase	53.26528109706992
BB208	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.4.1: Polyphosphate kinase	28.509637714526605
BB209	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.4.1: Polyphosphate kinase	91.46145148662792
BB190	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:3.5.2.9: 5-oxoprolinase (ATP-hydrolyzing)	47.37941891600372
BB191	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:3.5.2.9: 5-oxoprolinase (ATP-hydrolyzing)	0.0
BB192	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:3.5.2.9: 5-oxoprolinase (ATP-hydrolyzing)	98.31461940832553
BB195	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:3.5.2.9: 5-oxoprolinase (ATP-hydrolyzing)	34.60128899660744
BB197	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:3.5.2.9: 5-oxoprolinase (ATP-hydrolyzing)	69.02501284502867
BB198	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:3.5.2.9: 5-oxoprolinase (ATP-hydrolyzing)	91.90593212971756
BB200	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:3.5.2.9: 5-oxoprolinase (ATP-hydrolyzing)	15.797808779505912
BB203	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:3.5.2.9: 5-oxoprolinase (ATP-hydrolyzing)	45.70393561042932
BB204	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:3.5.2.9: 5-oxoprolinase (ATP-hydrolyzing)	12.24221880606208
BB207	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:3.5.2.9: 5-oxoprolinase (ATP-hydrolyzing)	47.98604291265562
BB208	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:3.5.2.9: 5-oxoprolinase (ATP-hydrolyzing)	33.561146986215405
BB209	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:3.5.2.9: 5-oxoprolinase (ATP-hydrolyzing)	18.73454143668256
BB190	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:4.1.1.37: Uroporphyrinogen decarboxylase	72.52699001776082
BB191	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:4.1.1.37: Uroporphyrinogen decarboxylase	84.7188046483224
BB192	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:4.1.1.37: Uroporphyrinogen decarboxylase	34.68424758883788
BB195	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:4.1.1.37: Uroporphyrinogen decarboxylase	65.7335038418363
BB197	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:4.1.1.37: Uroporphyrinogen decarboxylase	18.72744953653239
BB198	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:4.1.1.37: Uroporphyrinogen decarboxylase	20.958179801606267
BB200	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:4.1.1.37: Uroporphyrinogen decarboxylase	26.69526625219476
BB203	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:4.1.1.37: Uroporphyrinogen decarboxylase	41.12467276651294
BB204	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:4.1.1.37: Uroporphyrinogen decarboxylase	61.03262022092383
BB207	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:4.1.1.37: Uroporphyrinogen decarboxylase	24.280671007533385
BB208	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:4.1.1.37: Uroporphyrinogen decarboxylase	36.470788378557984
BB209	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:4.1.1.37: Uroporphyrinogen decarboxylase	27.41568026782854
BB190	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.2.1.12: Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	68.84536359689326
BB191	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.2.1.12: Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	54.222292364500944
BB192	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.2.1.12: Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	51.17510032179237
BB195	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.2.1.12: Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	43.11741978550828
BB197	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.2.1.12: Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	46.78938764292747
BB198	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.2.1.12: Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	11.041281801681135
BB200	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.2.1.12: Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	70.54633253077496
BB203	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.2.1.12: Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	57.10976005157823
BB204	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.2.1.12: Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	52.2931616713207
BB207	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.2.1.12: Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	30.968233074866312
BB208	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.2.1.12: Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	12.289409890307448
BB209	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.2.1.12: Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	14.684261962564994
BB190	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:4.1.1.4: Acetoacetate decarboxylase	67.09788658056542
BB191	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:4.1.1.4: Acetoacetate decarboxylase	0.0
BB192	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:4.1.1.4: Acetoacetate decarboxylase	44.03411712315125
BB195	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:4.1.1.4: Acetoacetate decarboxylase	11.86483120518531
BB197	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:4.1.1.4: Acetoacetate decarboxylase	86.02180294888463
BB198	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:4.1.1.4: Acetoacetate decarboxylase	44.161091805765984
BB200	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:4.1.1.4: Acetoacetate decarboxylase	50.964944606075946
BB203	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:4.1.1.4: Acetoacetate decarboxylase	87.24013542968636
BB204	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:4.1.1.4: Acetoacetate decarboxylase	0.0
BB207	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:4.1.1.4: Acetoacetate decarboxylase	56.40324460742007
BB208	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:4.1.1.4: Acetoacetate decarboxylase	25.991530780975243
BB209	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:4.1.1.4: Acetoacetate decarboxylase	38.90502196179639
BB190	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:6.3.3.1: Phosphoribosylformylglycinamidine cyclo-ligase	56.82909526818098
BB191	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:6.3.3.1: Phosphoribosylformylglycinamidine cyclo-ligase	81.03339565767305
BB192	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:6.3.3.1: Phosphoribosylformylglycinamidine cyclo-ligase	49.304643315395445
BB195	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:6.3.3.1: Phosphoribosylformylglycinamidine cyclo-ligase	32.92392452895778
BB197	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:6.3.3.1: Phosphoribosylformylglycinamidine cyclo-ligase	68.93118013873985
BB198	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:6.3.3.1: Phosphoribosylformylglycinamidine cyclo-ligase	38.83371373301127
BB200	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:6.3.3.1: Phosphoribosylformylglycinamidine cyclo-ligase	30.63910191734276
BB203	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:6.3.3.1: Phosphoribosylformylglycinamidine cyclo-ligase	53.15071097975108
BB204	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:6.3.3.1: Phosphoribosylformylglycinamidine cyclo-ligase	24.520799352504948
BB207	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:6.3.3.1: Phosphoribosylformylglycinamidine cyclo-ligase	42.76518137139171
BB208	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:6.3.3.1: Phosphoribosylformylglycinamidine cyclo-ligase	18.34497108749609
BB209	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:6.3.3.1: Phosphoribosylformylglycinamidine cyclo-ligase	15.351111552948852
BB190	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:2.8.1.13	31.91127695873256
BB191	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:2.8.1.13	30.55485250098924
BB192	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:2.8.1.13	43.50476650144135
BB195	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:2.8.1.13	65.97716121807953
BB197	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:2.8.1.13	79.51805019909911
BB198	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:2.8.1.13	36.97082921394534
BB200	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:2.8.1.13	59.04754033852994
BB203	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:2.8.1.13	52.280474286754455
BB204	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:2.8.1.13	39.2723305708917
BB207	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:2.8.1.13	44.61900365624255
BB208	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:2.8.1.13	16.172894652324885
BB209	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:2.8.1.13	12.334268690018488
BB190	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.3.1.3: Histidine ammonia-lyase	25.689494545332806
BB191	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.3.1.3: Histidine ammonia-lyase	73.08615843289377
BB192	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.3.1.3: Histidine ammonia-lyase	76.23346276159396
BB195	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.3.1.3: Histidine ammonia-lyase	35.543525293570625
BB197	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.3.1.3: Histidine ammonia-lyase	43.49808656213447
BB198	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.3.1.3: Histidine ammonia-lyase	7.022053336558893
BB200	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.3.1.3: Histidine ammonia-lyase	46.28871259391846
BB203	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.3.1.3: Histidine ammonia-lyase	33.48254925629097
BB204	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.3.1.3: Histidine ammonia-lyase	74.20218998974659
BB207	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.3.1.3: Histidine ammonia-lyase	38.0785552455247
BB208	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.3.1.3: Histidine ammonia-lyase	30.29743325320084
BB209	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.3.1.3: Histidine ammonia-lyase	28.4684230632378
BB190	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.6.1.12: 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	51.83313084900024
BB191	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.6.1.12: 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	105.95144195976413
BB192	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.6.1.12: 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	0.0
BB195	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.6.1.12: 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	0.0
BB197	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.6.1.12: 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	30.105742273458
BB198	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.6.1.12: 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	0.0
BB200	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.6.1.12: 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	160.75973926152216
BB203	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.6.1.12: 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	65.35605202499369
BB204	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.6.1.12: 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	34.14706558941894
BB207	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.6.1.12: 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	19.83262735285101
BB208	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.6.1.12: 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	0.0
BB209	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.6.1.12: 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	43.7575473856417
BB190	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.1.1.228: tRNA (guanine(37)-N(1))-methyltransferase	30.53836316355332
BB191	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.1.1.228: tRNA (guanine(37)-N(1))-methyltransferase	91.80132147231129
BB192	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.1.1.228: tRNA (guanine(37)-N(1))-methyltransferase	16.440373182871774
BB195	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.1.1.228: tRNA (guanine(37)-N(1))-methyltransferase	22.73299774859324
BB197	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.1.1.228: tRNA (guanine(37)-N(1))-methyltransferase	17.357555881369084
BB198	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.1.1.228: tRNA (guanine(37)-N(1))-methyltransferase	29.699309992337334
BB200	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.1.1.228: tRNA (guanine(37)-N(1))-methyltransferase	78.30226979232985
BB203	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.1.1.228: tRNA (guanine(37)-N(1))-methyltransferase	19.3735766110368
